Speaker,Nr. turns,MLM,MLM avg,MLM max,MLM avg max
Leolani,586,0.3118860146229978,0.3118860146229978,"[0.7965612858533859, 0.5967050492763519, 0.5733864701219967, 0.3300210516899824, 0.4061082284897566, 0.5429423451423645, 0.33492954007603903, 0.6773967333137989, 0.6239310694592339, 0.5709350496530533, 0.2935682261983554, 0.34012171626091003, 0.6592404320836067, 0.582328366736571, 0.6448862346319052, 0.5874767825007439, 0.3716641598277622, 0.4917975962162018, 0.3137788847088814, 0.4501037113368511, 0.48503653208414715, 0.7293304602305094, 0.3355149067938328, 0.5754842673029218, 0.6068426724523306, 0.2945297062397003, 0.5378527641296387, 0.6552787534892559, 0.7895823158323765, 0.47315797582268715, 0.7028173784414927, 0.514352603091134, 0.4128386862576008, 0.5785207420587539, 0.6258167438209057, 0.49906400466958684, 0.28447722146908444, 0.723930798470974, 0.4919398029645284, 0.619898396730423, 0.5249086494247118, 0.47266192676929325, 0.6622410397976637, 0.35401856899261475, 0.16680294647812843, 0.4153259303420782, 0.6349140877525011, 0.42289761773177553, 0.6229104537230271, 0.4151336428793994, 0.667080519720912, 0.5390427768230438, 0.6287175267934799, 0.5539540164172649, 0.6902037505060434, 0.19482766464352608, 0.609979208972719, 0.7696756366640329, 0.6551055925233024, 0.5762959995440075, 0.6608302798122168, 0.3482806712388992, 0.5295273926522996, 0.32911281908551854, 0.5773061944378747, 0.519665066152811, 0.8646208763122558, 0.32409507578069513, 0.41176416192735943, 0.380501177161932, 0.7962183952331543, 0.6589689007827214, 0.702360971768697, 0.5596738296250502, 0.28766679391264915, 0.5134256424175369, 0.22524377206961313, 0.8885859747727712, 0.939029723405838, 0.3646916002035141, 0.6585279817764575, 0.4081163044486727, 0.3851538548866908, 0.49096482805907726, 0.4353380471467972, 0.6753857210278511, 0.7262684274464846, 0.6242968211571376, 0.4794300523671237, 0.6580310080732618, 0.3519986942410469, 0.5454757139086723, 0.521324199438095, 0.928401251633962, 0.3151205614209175, 0.22234653433163962, 0.744786337018013, 0.37556580267846584, 0.508807273581624, 0.33230990543961525, 0.30258137981096905, 0.4458827492263582, 0.5077858292139493, 0.9184635923458979, 0.5424781553447247, 0.4312369715836313, 0.48491286486387253, 0.21802642941474915, 0.4778706156290494, 0.5186962305257717, 0.557203756911414, 0.5275488197803497, 0.8801897423607963, 0.5202764272689819, 0.2752189449965954, 0.38110206723213197, 0.563144214451313, 0.6553091824054718, 0.6194279134273529, 0.33207522705197334, 0.5069587147898145, 0.4080344187942418, 0.20100738356510797, 0.31292593230803806, 0.5049594938755035, 0.6621246486902237, 0.743443407795646, 0.39833657145500184, 0.6317837357521057, 0.3659895993769169, 0.4195251812537511, 0.7524449811740355, 0.5436862669885159, 0.7201105579733849, 0.6275893524289131, 0.5509445203675164, 0.46595409015814465, 0.5905856341123581, 0.3153948962688446, 0.5972166638821363, 0.5367027750382056, 0.6838156928618749, 0.5835727259516716, 0.4965759813785553, 0.6648134119235553, 0.4154610000550747, 0.3983350917696953, 0.563031724521092, 0.4881639385765249, 0.6908864416182041, 0.7817880511283875, 0.4974428034491009, 0.5113596059381962, 0.197146350517869, 0.8568100134531657, 0.8276912636227078, 0.2888018675148487, 0.3373979963362217, 0.19759645561377207, 0.3561252236366272, 0.29780577529560437, 0.6432480497019631, 0.4628920973493503, 0.7281208783388138, 0.6958985216915607, 0.511034788356887, 0.5163720432255003, 0.6117290457089742, 0.32698342204093933, 0.41000164796908695, 0.6014270314148494, 0.7393943071365356, 0.6047353371977806, 0.31692536175251007, 0.6528402345521109, 0.6928460709750652, 0.4749635939414685, 0.2758164554834366, 0.5836536373410907, 0.666643005151015, 0.528955765068531, 0.8044602647423744, 0.49395424127578735, 0.0941903367638588, 0.20662693679332733, 0.6349108835061391, 0.4649697362134854, 0.5879072546958923, 0.16364701092243195, 0.4934065097144672, 0.6681123375892639, 0.3836734890937805, 0.40755510358856273, 0.8832365314165751, 0.34350821375846863, 0.19559547305107117, 0.26028957962989807, 0.5852297981580098, 0.6451974687251177, 0.7203966379165649, 0.1624089777469635, 0.4755773231387138, 0.5637180642648176, 0.5101061463356018, 0.19844304025173187, 0.634472328882951, 0.4329530540853739, 0.4416307210922241, 0.2724708914756775, 0.2821752727031708, 0.6501714703109529, 0.8389952959758895, 0.4482646584510803, 0.2352016270160675, 0.2210576981306076, 0.9185893493039268, 0.644697117117735, 0.5243607759475708, 0.3165411055088043, 0.48690062016248703, 0.4149161939110075, 0.4154013693332672, 0.16494525969028473, 0.27117040753364563, 0.8871729935591037, 0.44190550247828164, 0.5786747932434082, 0.21819566190242767, 0.8314542184273402, 0.6328275082632899, 0.41042760014533997, 0.135649174451828, 0.8743735495954752, 0.6104787132806249, 0.2057451456785202, 0.2886289656162262, 0.1650436371564865, 0.6049734683973449, 0.5731635436415672, 0.8123696446418762, 0.1572587788105011, 0.21246019005775452, 0.4708967059850693, 0.45736362040042877, 0.5590460722645124, 0.6558131192411695, 0.5934042517955487, 0.4398589645113264, 0.4855106249451637, 0.6360099245394979, 0.6896599113941193, 0.3355804979801178, 0.1429140567779541, 0.39794468879699707, 0.10838741809129715, 0.7337208141883215, 0.47687846049666405, 0.15517839789390564, 0.629062157869339, 0.20734363794326782, 0.45804126294595854, 0.62041417027221, 0.7941755652427673, 0.14895310997962952, 0.21246019005775452, 0.3921422196122316, 0.9109211424986522, 0.40420910716056824, 0.21624507009983063, 0.2364359349012375, 0.6056644899003646, 0.5381665091429438, 0.574175238609314, 0.2283349335193634, 0.6637621394225529, 0.4281415742422853, 0.47629615664482117, 0.23595133423805237, 0.27776509523391724, 0.6808034653464953, 0.1848916858434677, 0.9651405960321426, 0.9002009679873785, 0.48377320170402527, 0.32460516691207886, 0.4592085917081152, 0.8499741921058068, 0.3624265193939209, 0.2653873860836029, 0.26126164197921753, 0.9536072015762329, 0.8077318081632257, 0.41778016090393066, 0.4661918580532074]",0.5045815346551809
BLENDERBOT,586,0.5883790602354672,0.5883790602354672,"[0.3171127736568451, 0.6231445968151093, 0.775277853012085, 0.8852627724409103, 0.8252685921532767, 0.7038689603408178, 0.8116589963436127, 0.6044440492987633, 0.8260125368833542, 0.816224126254811, 0.3641517236828804, 0.7069740891456604, 0.5402583386749029, 0.8544615443263736, 0.7753372676670551, 0.8832637776028026, 0.7829840729633967, 0.9462990939617157, 0.20575928688049316, 0.7514353798968452, 0.8564928727490562, 0.8127351403236389, 0.8331307843327522, 0.9069148004055023, 0.7789570329820409, 0.9423437118530273, 0.9457486542788419, 0.7795728035271168, 0.5977011322975159, 0.8349568502356609, 0.7762033253908157, 0.9335344195365906, 0.6553782607827868, 0.16714271903038025, 0.465510035554568, 0.6600370655457178, 0.7596206478774548, 0.3044852204620838, 0.8393182332317034, 0.7416887253522872, 0.9536475777626038, 0.6413156390190125, 0.34535034373402596, 0.8269722896317641, 0.7064993172883988, 0.807762548327446, 0.7947707772254944, 0.6619767062366009, 0.9764881730079651, 0.123440682888031, 0.26210226118564606, 0.7226011554400126, 0.7182499505579472, 0.803556223710378, 0.757565724849701, 0.6365439891815186, 0.4892222781976064, 0.7458860101178288, 0.491612712542216, 0.9275913387537003, 0.8024613988750121, 0.19086308777332306, 0.6973313965967723, 0.8336740987641471, 0.5910596946875254, 0.7326696179807186, 0.8029760320981344, 0.21220405399799347, 0.621243009964625, 0.7007619738578796, 0.7675484046339989, 0.7361211975415548, 0.7373483593647296, 0.8513628661632537, 0.8780523091554642, 0.7970356891552607, 0.955255651473999, 0.9759112099806467, 0.9995300710201264, 0.6848096549510956, 0.6993549913167953, 0.48070884123444557, 0.7856425302369254, 0.7904143283764521, 0.7440293867141008, 0.5871711547176043, 0.2997431978583336, 0.7899583068986734, 0.7981080383062362, 0.8584960103034973, 0.8358902387759265, 0.7312617500623068, 0.7798259496688843, 0.6601258267958959, 0.13683469593524933, 0.6930106665406909, 0.8262547297137124, 0.6778335943818092, 0.8009914798395974, 0.15722894668579102, 0.7328286788293293, 0.8597923628985882, 0.6460469319270208, 0.8618532207149726, 0.71584785481294, 0.8206819355487823, 0.59611942867438, 0.8878597319126129, 0.7313076718287035, 0.8365895450115204, 0.8684503585100174, 0.8930020718013539, 0.9740001857280731, 0.9858947045662824, 0.9689562320709229, 0.9873365794911104, 0.7759574353694916, 0.7551001956065496, 0.5676082067191601, 0.8232499957084656, 0.8161436638661793, 0.3272058963775635, 0.6251300076643626, 0.7287169545888901, 0.8067183829843998, 0.8556891441345215, 0.8654411919414997, 0.17019371688365936, 0.649495637842587, 0.8216987209660667, 0.9435116529464722, 0.6570049513663564, 0.7822163999080658, 0.8147149831056595, 0.6404234990477562, 0.832818865776062, 0.9484008967876434, 0.28216928243637085, 0.7806819421904427, 0.828902218490839, 0.6474308423124827, 0.8698008179664611, 0.8604550696909428, 0.6536407731473446, 0.9734862685203552, 0.7422134918825967, 0.8683453857898712, 0.895778477191925, 0.8133751723696204, 0.20470750331878662, 0.8730495401791164, 0.8263775482773781, 0.7444415092468262, 0.9606056988239289, 0.636939158042272, 0.7156067555770278, 0.821448822816213, 0.11468996852636337, 0.7442873844078609, 0.8168045375496149, 0.1440436691045761, 0.4887300729751587, 0.7102871884902319, 0.8059762418270111, 0.2748076021671295, 0.8680692543001736, 0.7764121095339457, 0.9451626002788543, 0.8178839534521103, 0.8633621966137606, 0.9334398210048676, 0.9818538041675792, 0.24688711762428284, 0.7746815553733281, 0.8122705705463886, 0.2123372107744217, 0.8428085165865281, 0.868749774992466, 0.7977787066589702, 0.7630838602781296, 0.47063928842544556, 0.8633924961090088, 0.8592251936594645, 0.9788891673088074, 0.848120179772377, 0.8291125694910685, 0.8115576878190041, 0.8084999131304877, 0.9055217981338501, 0.8504078690893948, 0.7732164189219475, 0.8404890894889832, 0.6755961626768112, 0.8593197241425514, 0.8650019094347954, 0.9949720501899719, 0.9832021057605743, 0.8446712553501129, 0.8491666856266203, 0.795905077457428, 0.9931760668754578, 0.9489364326000214, 0.9044947326183319, 0.9782377243041992, 0.9948190927505494, 0.155668493360281, 0.7739153355360031, 0.8443136587738991, 0.9849947214126586, 0.9663506627082825, 0.22910930216312408, 0.8758824802935123, 0.9589682444930077, 0.8770876884460449, 0.9747857868671417, 0.9070543348789215, 0.8195724146706718, 0.9264689803123474, 0.9823878645896912, 0.22118613123893738, 0.7854731343686581, 0.8330553881824017, 0.9045621752738953, 0.9526690483093262, 0.9075015485286713, 0.7644039513543248, 0.9639315366744995, 0.9595378041267395, 0.540904238820076, 0.8411684585735202, 0.9559412837028504, 0.9856468260288238, 0.32854280322790147, 0.7119495222965876, 0.8833757363832914, 0.7823773503303528, 0.8950295954942703, 0.777626074022717, 0.8717169755138456, 0.9305575917596403, 0.27013471722602844, 0.8810513913631439, 0.8757916424009535, 0.85744359344244, 0.8017045504906598, 0.6254399009048939, 0.9601080596446991, 0.7878550787766775, 0.46214260533452034, 0.8976321121056875, 0.6281436731417974, 0.7497027069330215, 0.8969619631767273, 0.8589690148830413, 0.8389013171195984, 0.7632545547352897, 0.8101617183317157, 0.7704744905233383, 0.8443184107542038, 0.7619019283188714, 0.8843235911801457, 0.9347250332003054, 0.9086872577667237, 0.8376720994710922, 0.7966483533382416, 0.8398146703839302, 0.832666490226984, 0.9913017392158509, 0.969197404384613, 0.8975373804569244, 0.8073958995796385, 0.7863644093275071, 0.9562427461147308, 0.09999675676226616, 0.8083696365356445, 0.8810880966484547, 0.9871959328651428, 0.98976429104805, 0.9893391370773316, 0.9588672697544098, 0.8821416646242142, 0.8310382105410099, 0.9943204283714294, 0.9885402381420135, 0.7845476567745209, 0.8327582404017448, 0.852318812161684, 0.9949456691741944, 0.9391838997602463, 0.7531997859477997, 0.9494746997952461, 0.9825636371970177]",0.7594089613045254
