Mention ID,Turn,GROUP A - Total nodes,GROUP A - Total edges,GROUP A - Average degree,GROUP A - Average degree centrality,GROUP A - Average closeness,GROUP A - Average degree connectivity,GROUP A - Average assortativity,GROUP A - Average node connectivity,GROUP A - Number of components,GROUP A - Number of strong components,GROUP A - Centrality entropy,GROUP A - Closeness entropy,GROUP A - Sparseness,GROUP B - Total classes,GROUP B - Total properties,GROUP B - Average population,GROUP B - Attribute richness,GROUP B - Relationship richness,GROUP B - Total axioms,GROUP C - Total triples,GROUP C - Total world instances,GROUP C - Total claims,GROUP C - Total perspectives,GROUP C - Total mentions,GROUP C - Total conflicts,GROUP C - Total sources,GROUP C - Total interactions,GROUP C - Total utterances,GROUP C - Ratio claim to triples,GROUP C - Ratio perspectives to triples,GROUP C - Ratio conflicts to triples,GROUP C - Ratio perspectives to claims,GROUP C - Ratio mentions to claims,GROUP C - Ratio conflicts to claims,GROUP C - Average perspectives per claim,GROUP C - Average mentions per claim,GROUP C - Average turns per interaction,GROUP C - Average claims per source,GROUP C - Average perspectives per source
36f36f9e-e663-4b6b-a32c-1e18ba7a2569,25,797.0,1794.0,4.501882057716436,0.005655630725774418,0.008389376559004862,1.4345076312924492,-0.28697851441045946,0.0,2.0,-0.28697851441045946,8.649641398867587,8.165722777173768,0.0027817615934283045,273.0,96.0,0.4432234432234432,0.10416666666666667,0.256,871.0,1794.0,11.0,8.0,8.0,17.0,0.0,1.0,0.0,8.0,0.004459308807134894,0.004459308807134894,0.0,1.0,2.125,0.0,1.0,1.0,8.0,7.0,8.0
74043e95-f009-467d-b4f2-476647e7502e,26,797.0,1794.0,4.501882057716436,0.005655630725774418,0.008389376559004862,1.4345076312924492,-0.28697851441045946,0.0,2.0,-0.28697851441045946,8.649641398867587,8.165722777173768,0.0027817615934283045,273.0,96.0,0.4432234432234432,0.10416666666666667,0.256,871.0,1794.0,11.0,8.0,8.0,17.0,0.0,1.0,,8.0,0.004459308807134894,0.004459308807134894,0.0,1.0,2.125,0.0,1.0,1.0,8.0,7.0,8.0
05a87e40-e7a6-466d-ad07-8262c020d54b,27,797.0,1794.0,4.501882057716436,0.005655630725774418,0.008389376559004862,1.4345076312924492,-0.28697851441045946,0.0,2.0,-0.28697851441045946,8.649641398867587,8.165722777173768,0.0027817615934283045,273.0,96.0,0.4432234432234432,0.10416666666666667,0.256,871.0,1794.0,11.0,8.0,8.0,17.0,0.0,1.0,,8.0,0.004459308807134894,0.004459308807134894,0.0,1.0,2.125,0.0,1.0,1.0,8.0,7.0,8.0
9457fa07-80ee-4f0e-aa59-9c4dc80e27f3,28,817.0,1853.0,4.536107711138311,0.005558955528355772,0.00894136440848501,1.45347640255841,-0.2887017829596185,0.0,2.0,-0.2887017829596185,8.681088890213406,8.253700256446887,0.0027356256058152268,273.0,96.0,0.5018315018315018,0.10416666666666667,0.256,916.0,1853.0,13.0,9.0,9.0,20.0,0.0,1.0,0.0,9.0,0.004856988667026443,0.004856988667026443,0.0,1.0,2.2222222222222223,0.0,1.0,1.0,9.0,8.0,9.0
1ecc623f-c37a-4dd0-a6c3-100220032589,29,817.0,1853.0,4.536107711138311,0.005558955528355772,0.00894136440848501,1.45347640255841,-0.2887017829596185,0.0,2.0,-0.2887017829596185,8.681088890213406,8.253700256446887,0.0027356256058152268,273.0,96.0,0.5018315018315018,0.10416666666666667,0.256,916.0,1853.0,13.0,9.0,9.0,20.0,0.0,1.0,,9.0,0.004856988667026443,0.004856988667026443,0.0,1.0,2.2222222222222223,0.0,1.0,1.0,9.0,8.0,9.0
bde26ed8-f63b-4275-89ac-1eb0ea8f35c8,30,817.0,1853.0,4.536107711138311,0.005558955528355772,0.00894136440848501,1.45347640255841,-0.2887017829596185,0.0,2.0,-0.2887017829596185,8.681088890213406,8.253700256446887,0.0027356256058152268,273.0,96.0,0.5018315018315018,0.10416666666666667,0.256,916.0,1853.0,13.0,9.0,9.0,20.0,0.0,1.0,,9.0,0.004856988667026443,0.004856988667026443,0.0,1.0,2.2222222222222223,0.0,1.0,1.0,9.0,8.0,9.0
e1b5cc2a-3817-4dad-b1b9-7b4de81c2653,31,825.0,1879.0,4.555151515151515,0.005528096498970285,0.009223383705975315,1.4680185134730588,-0.2853776121496113,0.0,2.0,-0.2853776121496113,8.691172862391209,8.290099578307863,0.002721028466483012,273.0,96.0,0.5238095238095238,0.10416666666666667,0.256,936.0,1879.0,13.0,9.0,9.0,22.0,0.0,1.0,0.0,10.0,0.004789781798829164,0.004789781798829164,0.0,1.0,2.4444444444444446,0.0,1.0,1.0,10.0,8.0,9.0
6499e4b5-6d7e-46cc-aecb-c3edfadd36c8,32,825.0,1879.0,4.555151515151515,0.005528096498970285,0.009223383705975315,1.4680185134730588,-0.2853776121496113,0.0,2.0,-0.2853776121496113,8.691172862391209,8.290099578307863,0.002721028466483012,273.0,96.0,0.5238095238095238,0.10416666666666667,0.256,936.0,1879.0,13.0,9.0,9.0,22.0,0.0,1.0,,10.0,0.004789781798829164,0.004789781798829164,0.0,1.0,2.4444444444444446,0.0,1.0,1.0,10.0,8.0,9.0
839b5213-fde2-4340-9a4b-85eb08574263,33,841.0,1930.0,4.589774078478002,0.00546401676009286,0.009818868090491734,1.4923452682947682,-0.28287028075893494,0.0,2.0,-0.28287028075893494,8.711503876599966,8.360480932858938,0.002690585495722351,273.0,96.0,0.5641025641025641,0.10416666666666667,0.256,977.0,1930.0,13.0,10.0,10.0,25.0,0.0,1.0,0.0,11.0,0.0051813471502590676,0.0051813471502590676,0.0,1.0,2.5,0.0,1.0,1.0,11.0,9.0,10.0
f93e6129-8cf9-4219-a408-2f41bcde8286,34,841.0,1930.0,4.589774078478002,0.00546401676009286,0.009818868090491734,1.4923452682947682,-0.28287028075893494,0.0,2.0,-0.28287028075893494,8.711503876599966,8.360480932858938,0.002690585495722351,273.0,96.0,0.5641025641025641,0.10416666666666667,0.256,977.0,1930.0,13.0,10.0,10.0,25.0,0.0,1.0,,11.0,0.0051813471502590676,0.0051813471502590676,0.0,1.0,2.5,0.0,1.0,1.0,11.0,9.0,10.0
4d64b266-5712-48bb-ad42-90decc5028c1,35,841.0,1930.0,4.589774078478002,0.00546401676009286,0.009818868090491734,1.4923452682947682,-0.28287028075893494,0.0,2.0,-0.28287028075893494,8.711503876599966,8.360480932858938,0.002690585495722351,273.0,96.0,0.5641025641025641,0.10416666666666667,0.256,977.0,1930.0,13.0,10.0,10.0,25.0,0.0,1.0,,11.0,0.0051813471502590676,0.0051813471502590676,0.0,1.0,2.5,0.0,1.0,1.0,11.0,9.0,10.0
999ef5fd-1755-4da2-ab9c-e15d2d1ca8db,36,841.0,1930.0,4.589774078478002,0.00546401676009286,0.009818868090491734,1.4923452682947682,-0.28287028075893494,0.0,2.0,-0.28287028075893494,8.711503876599966,8.360480932858938,0.002690585495722351,273.0,96.0,0.5641025641025641,0.10416666666666667,0.256,977.0,1930.0,13.0,10.0,10.0,25.0,0.0,1.0,,11.0,0.0051813471502590676,0.0051813471502590676,0.0,1.0,2.5,0.0,1.0,1.0,11.0,9.0,10.0
